Year Published,Unit Code,Unit Name,Item,Item Description,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2011 Target,2013 Target
FY2013,1B1-LF-LF0-575,Police Training Institute,2616,    Fed Work Study Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LF-LF0-575,Police Training Institute,2617,    Land Grant App Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2000,Orig State/Tuition Bdgt(000) ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2015,  St Budget - Constant $000 ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2050,    Acad Salary Budget ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2060,    Asst Salary Budget ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2070,    Non-Ac Salaries Budget ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2080,    Wage Budget ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2090,    Summer Wages Budget ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2100,    Expense & Equip Bdgt ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2530,  State/Tuition Exp   (000) ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2534,      Instruction     (000) ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2535,      Research        (000) ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2536,      Public Service  (000) ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2537,      Academic Support(000) ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2538,      Student Svcs    (000) ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2539,      Institutl Supprt(000) ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2540,      O&M of Plant    (000) ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2541,      Schol&Fellwshps (000) ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2542,      Other NACUBOs   (000) ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2550,  Institutional Exp   (000) ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2553,    ICR Direct Exp    (000) ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2554,    Royalty/Patent Exp(000) ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2555,    Educ/Admn Allw Exp(000) ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2570,  Grants & Contr Exp  (000) ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2573,    G&C Federal Exp   (000) ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2574,    G&C Illinois Exp  (000) ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2575,    G&C Pvt & Othr Exp(000) ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2590,  Gifts & Endwmnt Exp (000) ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2594,    Gifts Exp         (000) ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2596,    Endowment Exp     (000) ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2610,  SelfS/FWS/LandGr Exp(000) ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2614,    Self-Supportng Exp(000) ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2616,    Fed Work Study Exp(000) ,,,,,,,,,,,,
FY2013,1B1-LF-LF0-897,Public Safety Admin Office,2617,    Land Grant App Exp(000) ,,,,,,,,,,,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2000,Orig State/Tuition Bdgt(000) ,3714,4018,3275,3345,3361,4459,3029,2961,2720,2384,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2015,  St Budget - Constant $000 ,1587,1765,1481,1544,1565,2106,1484,1488,1419,1281,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2050,    Acad Salary Budget ,1372,1537,1696,1722,1761,1640,1819,1887,1672,1534,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2060,    Asst Salary Budget ,0,0,0,0,0,0,0,24,24,0,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2070,    Non-Ac Salaries Budget ,404,527,527,597,634,647,668,652,502,578,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2080,    Wage Budget ,192,192,192,254,170,431,122,117,75,247,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2090,    Summer Wages Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2100,    Expense & Equip Bdgt ,1746,1762,860,772,797,1742,421,281,448,25,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2530,  State/Tuition Exp   (000) ,,4268,3280,3277,3393,4426,3028,2964,2550,2528,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2534,      Instruction     (000) ,,636,833,823,947,918,950,966,808,1108,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2535,      Research        (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2536,      Public Service  (000) ,,3631,2447,2454,2446,3508,2077,1998,1741,1413,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2537,      Academic Support(000) ,,0,0,0,1,0,0,0,0,7,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2538,      Student Svcs    (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2539,      Institutl Supprt(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2540,      O&M of Plant    (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2541,      Schol&Fellwshps (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2542,      Other NACUBOs   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2550,  Institutional Exp   (000) ,,190,441,318,111,297,162,735,400,20,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2553,    ICR Direct Exp    (000) ,,183,424,280,101,308,95,494,400,18,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2554,    Royalty/Patent Exp(000) ,,0,0,0,0,0,0,0,0,1,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2555,    Educ/Admn Allw Exp(000) ,,7,17,38,10,-11,67,241,0,0,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2570,  Grants & Contr Exp  (000) ,,2881,3607,3876,3624,3911,3857,4001,2603,2435,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2573,    G&C Federal Exp   (000) ,,515,374,264,294,413,18,22,39,36,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2574,    G&C Illinois Exp  (000) ,,2302,3178,3535,3266,3395,3773,3927,2441,2308,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2575,    G&C Pvt & Othr Exp(000) ,,63,55,77,64,103,66,52,124,91,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2590,  Gifts & Endwmnt Exp (000) ,,124,17,19,42,34,30,25,18,31,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2594,    Gifts Exp         (000) ,,124,17,19,42,34,30,25,18,31,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2596,    Endowment Exp     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2610,  SelfS/FWS/LandGr Exp(000) ,,3305,3465,3096,4124,5488,5102,3784,4199,2820,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2614,    Self-Supportng Exp(000) ,,3305,3465,3096,4124,5488,5102,3784,4199,2820,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2616,    Fed Work Study Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LF-XXX-XXX,Public Safety Administration,2617,    Land Grant App Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2000,Orig State/Tuition Bdgt(000) ,5058,5008,4798,4227,3191,3044,2751,2523,2389,2395,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2015,  St Budget - Constant $000 ,2161,2200,2170,1951,1486,1438,1348,1268,1246,1287,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2050,    Acad Salary Budget ,4285,4025,3794,3578,2724,2580,2306,2101,1977,1983,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2060,    Asst Salary Budget ,200,200,200,187,187,185,185,179,174,174,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2070,    Non-Ac Salaries Budget ,325,318,269,237,228,219,200,182,177,177,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2080,    Wage Budget ,35,40,40,20,6,6,6,6,6,6,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2090,    Summer Wages Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2100,    Expense & Equip Bdgt ,213,424,495,205,46,55,55,55,55,55,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2530,  State/Tuition Exp   (000) ,,4515,4153,3765,3700,3301,2886,2493,2428,2375,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2534,      Instruction     (000) ,,3405,3136,2786,2682,2647,2379,1989,1981,1929,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2535,      Research        (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2536,      Public Service  (000) ,,579,503,437,533,524,467,456,398,398,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2537,      Academic Support(000) ,,500,482,509,452,93,19,0,0,0,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2538,      Student Svcs    (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2539,      Institutl Supprt(000) ,,32,32,32,33,37,21,48,48,47,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2540,      O&M of Plant    (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2541,      Schol&Fellwshps (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2542,      Other NACUBOs   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2550,  Institutional Exp   (000) ,,121,105,184,192,125,166,110,67,37,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2553,    ICR Direct Exp    (000) ,,121,105,183,192,121,166,110,67,37,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2554,    Royalty/Patent Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2555,    Educ/Admn Allw Exp(000) ,,0,0,1,0,3,0,0,0,0,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2570,  Grants & Contr Exp  (000) ,,281,469,244,220,248,220,175,290,272,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2573,    G&C Federal Exp   (000) ,,281,438,189,140,132,127,121,166,142,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2574,    G&C Illinois Exp  (000) ,,0,0,9,0,14,25,22,36,39,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2575,    G&C Pvt & Othr Exp(000) ,,-1,30,46,80,102,68,32,89,91,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2590,  Gifts & Endwmnt Exp (000) ,,457,390,394,611,663,396,415,333,325,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2594,    Gifts Exp         (000) ,,457,390,394,611,663,396,415,333,325,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2596,    Endowment Exp     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2610,  SelfS/FWS/LandGr Exp(000) ,,529,694,887,1043,971,1022,908,791,768,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2614,    Self-Supportng Exp(000) ,,529,694,887,1043,971,1022,908,791,768,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2616,    Fed Work Study Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LG-LG0-568,Labor & Employment Rels,2617,    Land Grant App Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2000,Orig State/Tuition Bdgt(000) ,5058,5008,4798,4227,3191,3044,2751,2523,2389,2395,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2015,  St Budget - Constant $000 ,2161,2200,2170,1951,1486,1438,1348,1268,1246,1287,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2050,    Acad Salary Budget ,4285,4025,3794,3578,2724,2580,2306,2101,1977,1983,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2060,    Asst Salary Budget ,200,200,200,187,187,185,185,179,174,174,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2070,    Non-Ac Salaries Budget ,325,318,269,237,228,219,200,182,177,177,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2080,    Wage Budget ,35,40,40,20,6,6,6,6,6,6,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2090,    Summer Wages Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2100,    Expense & Equip Bdgt ,213,424,495,205,46,55,55,55,55,55,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2530,  State/Tuition Exp   (000) ,,4515,4153,3765,3700,3301,2886,2493,2428,2375,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2534,      Instruction     (000) ,,3405,3136,2786,2682,2647,2379,1989,1981,1929,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2535,      Research        (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2536,      Public Service  (000) ,,579,503,437,533,524,467,456,398,398,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2537,      Academic Support(000) ,,500,482,509,452,93,19,0,0,0,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2538,      Student Svcs    (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2539,      Institutl Supprt(000) ,,32,32,32,33,37,21,48,48,47,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2540,      O&M of Plant    (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2541,      Schol&Fellwshps (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2542,      Other NACUBOs   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2550,  Institutional Exp   (000) ,,121,105,184,192,125,166,110,67,37,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2553,    ICR Direct Exp    (000) ,,121,105,183,192,121,166,110,67,37,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2554,    Royalty/Patent Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2555,    Educ/Admn Allw Exp(000) ,,0,0,1,0,3,0,0,0,0,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2570,  Grants & Contr Exp  (000) ,,281,469,244,220,248,220,175,290,272,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2573,    G&C Federal Exp   (000) ,,281,438,189,140,132,127,121,166,142,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2574,    G&C Illinois Exp  (000) ,,0,0,9,0,14,25,22,36,39,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2575,    G&C Pvt & Othr Exp(000) ,,-1,30,46,80,102,68,32,89,91,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2590,  Gifts & Endwmnt Exp (000) ,,457,390,394,611,663,396,415,333,325,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2594,    Gifts Exp         (000) ,,457,390,394,611,663,396,415,333,325,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2596,    Endowment Exp     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2610,  SelfS/FWS/LandGr Exp(000) ,,529,694,887,1043,971,1022,908,791,768,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2614,    Self-Supportng Exp(000) ,,529,694,887,1043,971,1022,908,791,768,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2616,    Fed Work Study Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LG-XXX-XXX,School of Labor & Empl Relns,2617,    Land Grant App Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2000,Orig State/Tuition Bdgt(000) ,3658,3374,2993,3149,3272,3384,3398,3419,3215,3328,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2015,  St Budget - Constant $000 ,1563,1482,1354,1453,1524,1598,1665,1718,1677,1788,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2050,    Acad Salary Budget ,2958,2442,2288,2307,2502,2553,2363,2241,1975,1398,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2060,    Asst Salary Budget ,0,0,0,0,0,0,0,0,0,14,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2070,    Non-Ac Salaries Budget ,700,756,705,841,770,831,1035,1064,1168,1071,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2080,    Wage Budget ,0,0,0,0,0,0,0,114,-24,218,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2090,    Summer Wages Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2100,    Expense & Equip Bdgt ,0,176,0,0,0,0,0,0,96,628,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2530,  State/Tuition Exp   (000) ,,4203,3447,4395,3329,3651,3638,3556,3539,4435,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2534,      Instruction     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2535,      Research        (000) ,,1892,1084,1759,906,1002,1023,938,1046,1432,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2536,      Public Service  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2537,      Academic Support(000) ,,1970,1980,1739,2142,2389,2342,2316,2164,2340,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2538,      Student Svcs    (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2539,      Institutl Supprt(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2540,      O&M of Plant    (000) ,,340,383,898,281,259,274,302,329,663,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2541,      Schol&Fellwshps (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2542,      Other NACUBOs   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2550,  Institutional Exp   (000) ,,2658,5010,2829,3503,2828,2952,3602,2865,1850,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2553,    ICR Direct Exp    (000) ,,2552,4953,2773,3462,2789,2931,3572,2847,1832,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2554,    Royalty/Patent Exp(000) ,,60,13,13,0,0,0,0,1,2,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2555,    Educ/Admn Allw Exp(000) ,,47,44,43,41,38,21,30,6,2,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2570,  Grants & Contr Exp  (000) ,,10371,13395,12325,12491,13413,12329,10003,9363,9911,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2573,    G&C Federal Exp   (000) ,,9640,13026,11974,12163,12725,11368,9474,8991,9158,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2574,    G&C Illinois Exp  (000) ,,0,0,0,-2,224,512,156,0,0,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2575,    G&C Pvt & Othr Exp(000) ,,731,368,351,330,465,448,373,372,754,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2590,  Gifts & Endwmnt Exp (000) ,,2083,2715,1819,2367,2591,3076,1773,1884,1846,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2594,    Gifts Exp         (000) ,,2128,2683,1542,2149,2483,2993,1709,1827,1752,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2596,    Endowment Exp     (000) ,,-45,33,276,218,108,83,64,57,94,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2610,  SelfS/FWS/LandGr Exp(000) ,,8,1,63,57,51,4,72,78,119,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2614,    Self-Supportng Exp(000) ,,6,-1,61,53,46,1,70,67,117,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2616,    Fed Work Study Exp(000) ,,1,2,1,4,6,3,2,11,2,,
FY2013,1B1-LH-LH0-392,Beckman Institute,2617,    Land Grant App Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2000,Orig State/Tuition Bdgt(000) ,3658,3374,2993,3149,3272,3384,3398,3419,3215,3328,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2015,  St Budget - Constant $000 ,1563,1482,1354,1453,1524,1598,1665,1718,1677,1788,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2050,    Acad Salary Budget ,2958,2442,2288,2307,2502,2553,2363,2241,1975,1398,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2060,    Asst Salary Budget ,0,0,0,0,0,0,0,0,0,14,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2070,    Non-Ac Salaries Budget ,700,756,705,841,770,831,1035,1064,1168,1071,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2080,    Wage Budget ,0,0,0,0,0,0,0,114,-24,218,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2090,    Summer Wages Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2100,    Expense & Equip Bdgt ,0,176,0,0,0,0,0,0,96,628,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2530,  State/Tuition Exp   (000) ,,4203,3447,4395,3329,3651,3638,3556,3539,4435,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2534,      Instruction     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2535,      Research        (000) ,,1892,1084,1759,906,1002,1023,938,1046,1432,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2536,      Public Service  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2537,      Academic Support(000) ,,1970,1980,1739,2142,2389,2342,2316,2164,2340,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2538,      Student Svcs    (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2539,      Institutl Supprt(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2540,      O&M of Plant    (000) ,,340,383,898,281,259,274,302,329,663,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2541,      Schol&Fellwshps (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2542,      Other NACUBOs   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2550,  Institutional Exp   (000) ,,2658,5010,2829,3503,2828,2952,3602,2865,1850,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2553,    ICR Direct Exp    (000) ,,2552,4953,2773,3462,2789,2931,3572,2847,1832,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2554,    Royalty/Patent Exp(000) ,,60,13,13,0,0,0,0,1,2,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2555,    Educ/Admn Allw Exp(000) ,,47,44,43,41,38,21,30,6,2,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2570,  Grants & Contr Exp  (000) ,,10371,13395,12325,12491,13413,12329,10003,9363,9911,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2573,    G&C Federal Exp   (000) ,,9640,13026,11974,12163,12725,11368,9474,8991,9158,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2574,    G&C Illinois Exp  (000) ,,0,0,0,-2,224,512,156,0,0,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2575,    G&C Pvt & Othr Exp(000) ,,731,368,351,330,465,448,373,372,754,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2590,  Gifts & Endwmnt Exp (000) ,,2083,2715,1819,2367,2591,3076,1773,1884,1846,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2594,    Gifts Exp         (000) ,,2128,2683,1542,2149,2483,2993,1709,1827,1752,,
FY2013,1B1-LH-XXX-XXX,Beckman Institute,2596,    Endowment Exp     (000) ,,-45,33,276,218,108,83,64,57,94,,
